0.001,100,0.10439167962663132,0.012028187993777631,0.0086781000097681318
0.005,100,0.43225726708025014,0.045733199708020457,0.029834113231822487
0.01,100,0.69512069348409822,0.068608554181139661,0.038780039563814005
0.05,100,1.089969183119605,0.11200686865659007,0.017997804355818416
0.1,100,1.0964316878594287,0.124362074349914,0.0056576411654315839
0.5,100,1.0964608113924048,0.12861719390874365,0.0014025223111921738
1,100,1.096460811392405,0.1286172323233758,0.0014024838965557309
5,100,-1.2611185889688136e+72,-1.8572347806572079e+87,-1.8572347806572077e+87
10,100,-1.2503869848290382e+105,-1.306120657185942e+120,-1.3061206571859428e+120
0.07,100,1.0956876182926745,0.11896455307455095,0.011054849089422924
